feedback_id,employee_id,department,feedback_date,feedback_text,rating,sentiment
FB440,EMP440,Sales,2025-05-11,"It's a standard job, nothing special to report.",3,Neutral
FB441,EMP441,Finance,2024-11-09,"Just doing my daily tasks, things are normal.",3,Neutral
FB442,EMP442,Marketing,2025-06-17,The new training program was very helpful.,5,Positive
FB443,EMP443,Finance,2024-06-01,Amazing opportunities for growth and learning.,4,Positive
FB444,EMP444,IT,2025-11-03,"Management is alright, some good days and bad days.",3,Neutral
FB445,EMP445,Operations,2025-07-13,The new training program was very helpful.,4,Positive
FB446,EMP446,Operations,2025-04-09,I don't feel valued for the work I do.,1,Negative
FB447,EMP447,IT,2024-11-20,Communication from leadership is very poor.,2,Negative
FB448,EMP448,Customer Support,2025-10-21,Average workplace experience overall.,3,Neutral
FB449,EMP449,Marketing,2025-07-03,"Management is alright, some good days and bad days.",3,Neutral
FB450,EMP450,Finance,2024-08-01,The workload is too heavy and I feel burned out.,2,Negative
FB451,EMP451,Sales,2025-12-01,I don't feel valued for the work I do.,1,Negative
FB452,EMP452,Finance,2025-11-30,"Management is alright, some good days and bad days.",3,Neutral
FB453,EMP453,Customer Support,2024-07-15,"I really enjoy working here, the team is great.",5,Positive
FB454,EMP454,HR,2024-04-09,"The work is okay, typical corporate environment.",3,Neutral
FB455,EMP455,Finance,2025-07-13,Great work-life balance and excellent benefits.,5,Positive
FB456,EMP456,HR,2025-11-01,"I really enjoy working here, the team is great.",4,Positive
FB457,EMP457,IT,2024-09-06,"Management is alright, some good days and bad days.",3,Neutral
FB458,EMP458,Marketing,2025-11-18,"Management is alright, some good days and bad days.",3,Neutral
FB459,EMP459,IT,2025-09-25,"Poor work-life balance, too much overtime required.",1,Negative
FB460,EMP460,Marketing,2024-01-19,"Just doing my daily tasks, things are normal.",3,Neutral
FB461,EMP461,Marketing,2024-05-12,Management doesn't listen to our concerns.,2,Negative
FB462,EMP462,Finance,2024-03-29,"Poor work-life balance, too much overtime required.",2,Negative
FB463,EMP463,IT,2024-11-30,Amazing opportunities for growth and learning.,4,Positive
FB464,EMP464,IT,2025-12-24,I don't feel valued for the work I do.,1,Negative
FB465,EMP465,HR,2025-05-18,Amazing opportunities for growth and learning.,4,Positive
FB466,EMP466,Engineering,2024-09-02,"I really enjoy working here, the team is great.",4,Positive
FB467,EMP467,Customer Support,2025-10-14,"It's a standard job, nothing special to report.",3,Neutral
FB468,EMP468,Finance,2024-06-07,Average workplace experience overall.,3,Neutral
FB469,EMP469,Sales,2024-01-07,Collaborative environment and friendly colleagues.,5,Positive
FB470,EMP470,Finance,2025-07-01,Lack of career progression and training.,2,Negative
FB471,EMP471,Sales,2024-08-02,Average workplace experience overall.,3,Neutral
FB472,EMP472,Operations,2025-12-19,The office environment is adequate.,3,Neutral
FB473,EMP473,IT,2025-02-24,The new training program was very helpful.,4,Positive
FB474,EMP474,Customer Support,2024-04-12,"Management is alright, some good days and bad days.",3,Neutral
FB475,EMP475,IT,2025-01-21,"It's a standard job, nothing special to report.",3,Neutral
FB476,EMP476,Engineering,2025-12-20,I feel very appreciated by my manager.,5,Positive
FB477,EMP477,HR,2024-07-08,"Poor work-life balance, too much overtime required.",1,Negative
FB478,EMP478,Engineering,2024-05-25,"I really enjoy working here, the team is great.",4,Positive
FB479,EMP479,Sales,2025-05-30,The new training program was very helpful.,5,Positive
FB480,EMP480,IT,2025-04-25,Amazing opportunities for growth and learning.,4,Positive
FB481,EMP481,Operations,2025-08-26,The tools we use are outdated and slow.,1,Negative
FB482,EMP482,Marketing,2024-10-22,"Just doing my daily tasks, things are normal.",3,Neutral
FB483,EMP483,Marketing,2025-04-28,I love the culture and the projects I am working on.,4,Positive
FB484,EMP484,IT,2024-08-26,The tools we use are outdated and slow.,1,Negative
FB485,EMP485,Marketing,2024-03-30,The office environment is adequate.,3,Neutral
FB486,EMP486,Customer Support,2024-03-06,"Steady work, but not very exciting.",3,Neutral
FB487,EMP487,Customer Support,2024-01-16,Amazing opportunities for growth and learning.,4,Positive
FB488,EMP488,IT,2025-08-30,Average workplace experience overall.,3,Neutral
FB489,EMP489,Marketing,2025-06-01,The tools we use are outdated and slow.,2,Negative
FB490,EMP490,IT,2024-05-11,"Management is alright, some good days and bad days.",3,Neutral
FB491,EMP491,Finance,2024-03-01,"Just doing my daily tasks, things are normal.",3,Neutral
FB492,EMP492,Finance,2024-10-28,The management is very supportive and I feel valued.,5,Positive
FB493,EMP493,Marketing,2025-06-17,The compensation is below market average.,1,Negative
FB494,EMP494,Customer Support,2024-04-24,The tools we use are outdated and slow.,2,Negative
FB495,EMP495,IT,2025-02-20,"The benefits are fine, but could be better.",3,Neutral
FB496,EMP496,Marketing,2024-04-07,I love the culture and the projects I am working on.,4,Positive
FB497,EMP497,Sales,2024-03-06,The office environment is adequate.,3,Neutral
FB498,EMP498,IT,2024-07-12,The management is very supportive and I feel valued.,4,Positive
FB499,EMP499,Operations,2024-09-12,Collaborative environment and friendly colleagues.,4,Positive
FB500,EMP500,Sales,2025-03-15,Lack of career progression and training.,1,Negative
FB501,EMP501,IT,2024-06-25,"Steady work, but not very exciting.",3,Neutral
FB502,EMP502,Engineering,2025-07-24,The office environment is adequate.,3,Neutral
FB503,EMP503,Finance,2025-07-16,The office environment is adequate.,3,Neutral
FB504,EMP504,Operations,2025-12-03,Amazing opportunities for growth and learning.,5,Positive
FB505,EMP505,Sales,2025-01-13,"I really enjoy working here, the team is great.",5,Positive
FB506,EMP506,Operations,2025-05-04,"The benefits are fine, but could be better.",3,Neutral
FB507,EMP507,Engineering,2025-10-19,"Just doing my daily tasks, things are normal.",3,Neutral
FB508,EMP508,Engineering,2024-03-04,"Poor work-life balance, too much overtime required.",2,Negative
FB509,EMP509,Operations,2024-04-15,"Poor work-life balance, too much overtime required.",1,Negative
FB510,EMP510,Customer Support,2025-01-16,Collaborative environment and friendly colleagues.,4,Positive
FB511,EMP511,Finance,2025-07-10,Collaborative environment and friendly colleagues.,4,Positive
FB512,EMP512,Sales,2025-09-11,"The benefits are fine, but could be better.",3,Neutral
FB513,EMP513,Engineering,2025-02-21,"Poor work-life balance, too much overtime required.",1,Negative
FB514,EMP514,Sales,2025-04-28,I don't feel valued for the work I do.,1,Negative
FB515,EMP515,IT,2024-04-20,The workload is too heavy and I feel burned out.,2,Negative
FB516,EMP516,Finance,2025-08-05,The new training program was very helpful.,5,Positive
FB517,EMP517,Marketing,2025-03-01,Collaborative environment and friendly colleagues.,4,Positive
FB518,EMP518,Operations,2024-12-22,Lack of career progression and training.,2,Negative
FB519,EMP519,Finance,2024-06-12,I don't feel valued for the work I do.,2,Negative
FB520,EMP520,Finance,2025-10-21,Amazing opportunities for growth and learning.,4,Positive
FB521,EMP521,Finance,2025-03-19,Collaborative environment and friendly colleagues.,5,Positive
FB522,EMP522,IT,2025-10-30,I don't feel valued for the work I do.,2,Negative
FB523,EMP523,Customer Support,2024-09-02,Communication from leadership is very poor.,1,Negative
FB524,EMP524,Engineering,2025-12-21,Management doesn't listen to our concerns.,1,Negative
FB525,EMP525,IT,2024-01-10,Collaborative environment and friendly colleagues.,4,Positive
FB526,EMP526,Finance,2024-06-18,I don't feel valued for the work I do.,1,Negative
FB527,EMP527,Operations,2025-11-17,Communication from leadership is very poor.,1,Negative
FB528,EMP528,Marketing,2025-02-20,Communication from leadership is very poor.,2,Negative
FB529,EMP529,Operations,2025-03-06,"The work is okay, typical corporate environment.",3,Neutral
FB530,EMP530,IT,2025-09-21,"Management is alright, some good days and bad days.",3,Neutral
FB531,EMP531,HR,2025-06-22,Communication from leadership is very poor.,2,Negative
FB532,EMP532,Operations,2024-02-17,Great work-life balance and excellent benefits.,5,Positive
FB533,EMP533,Customer Support,2024-07-28,"Just doing my daily tasks, things are normal.",3,Neutral
FB534,EMP534,HR,2024-05-21,Lack of career progression and training.,2,Negative
FB535,EMP535,IT,2025-10-19,I feel very appreciated by my manager.,4,Positive
FB536,EMP536,Marketing,2025-11-22,"I really enjoy working here, the team is great.",4,Positive
FB537,EMP537,HR,2025-03-29,"The work is okay, typical corporate environment.",3,Neutral
FB538,EMP538,Customer Support,2024-08-02,Collaborative environment and friendly colleagues.,5,Positive
FB539,EMP539,Sales,2025-07-30,The management is very supportive and I feel valued.,4,Positive
FB540,EMP540,Engineering,2025-08-01,"Just doing my daily tasks, things are normal.",3,Neutral
FB541,EMP541,Finance,2025-02-20,"Steady work, but not very exciting.",3,Neutral
FB542,EMP542,Finance,2025-03-20,Management doesn't listen to our concerns.,1,Negative
FB543,EMP543,Sales,2025-01-28,Management doesn't listen to our concerns.,1,Negative
FB544,EMP544,Marketing,2024-07-01,The office environment is adequate.,3,Neutral
FB545,EMP545,Marketing,2025-08-12,"It's a standard job, nothing special to report.",3,Neutral
FB546,EMP546,HR,2024-01-22,Management doesn't listen to our concerns.,1,Negative
FB547,EMP547,Marketing,2025-08-14,"Steady work, but not very exciting.",3,Neutral
FB548,EMP548,Operations,2024-03-10,Management doesn't listen to our concerns.,1,Negative
FB549,EMP549,IT,2024-07-27,"The work is okay, typical corporate environment.",3,Neutral
FB550,EMP550,HR,2025-04-12,I don't feel valued for the work I do.,1,Negative
FB551,EMP551,Operations,2024-10-15,"Steady work, but not very exciting.",3,Neutral
FB552,EMP552,Finance,2024-03-09,I feel very appreciated by my manager.,4,Positive
FB553,EMP553,IT,2024-06-11,Management doesn't listen to our concerns.,1,Negative
FB554,EMP554,Sales,2025-07-12,I don't feel valued for the work I do.,1,Negative
FB555,EMP555,Customer Support,2024-08-02,"Just doing my daily tasks, things are normal.",3,Neutral
FB556,EMP556,IT,2025-08-23,Collaborative environment and friendly colleagues.,4,Positive
FB557,EMP557,Customer Support,2025-11-30,Great work-life balance and excellent benefits.,5,Positive
FB558,EMP558,Sales,2024-03-14,I love the culture and the projects I am working on.,4,Positive
FB559,EMP559,Engineering,2025-11-03,Amazing opportunities for growth and learning.,5,Positive
FB560,EMP560,Sales,2025-03-28,"Management is alright, some good days and bad days.",3,Neutral
FB561,EMP561,Sales,2024-12-19,I don't feel valued for the work I do.,1,Negative
FB562,EMP562,Marketing,2025-11-14,I love the culture and the projects I am working on.,5,Positive
FB563,EMP563,Operations,2025-01-22,"The work is okay, typical corporate environment.",3,Neutral
FB564,EMP564,IT,2025-05-12,I feel very appreciated by my manager.,5,Positive
FB565,EMP565,Customer Support,2024-08-06,Communication from leadership is very poor.,2,Negative
FB566,EMP566,Sales,2024-12-13,I feel very appreciated by my manager.,4,Positive
FB567,EMP567,Finance,2024-02-17,The compensation is below market average.,2,Negative
FB568,EMP568,HR,2025-11-30,The office environment is adequate.,3,Neutral
FB569,EMP569,Operations,2025-06-30,Collaborative environment and friendly colleagues.,4,Positive
FB570,EMP570,HR,2024-06-28,Collaborative environment and friendly colleagues.,5,Positive
FB571,EMP571,Marketing,2024-05-13,I love the culture and the projects I am working on.,4,Positive
FB572,EMP572,Finance,2025-12-11,"Poor work-life balance, too much overtime required.",1,Negative
FB573,EMP573,Finance,2024-01-11,The management is very supportive and I feel valued.,5,Positive
FB574,EMP574,IT,2024-10-07,The new training program was very helpful.,5,Positive
FB575,EMP575,IT,2025-05-20,The workload is too heavy and I feel burned out.,2,Negative
FB576,EMP576,Engineering,2025-11-04,Collaborative environment and friendly colleagues.,4,Positive
FB577,EMP577,Customer Support,2025-11-22,Communication from leadership is very poor.,1,Negative
FB578,EMP578,Engineering,2025-12-05,The management is very supportive and I feel valued.,5,Positive
FB579,EMP579,Finance,2024-08-13,I love the culture and the projects I am working on.,5,Positive
FB580,EMP580,Engineering,2024-01-23,"Management is alright, some good days and bad days.",3,Neutral
FB581,EMP581,Operations,2024-04-07,"Management is alright, some good days and bad days.",3,Neutral
FB582,EMP582,Sales,2025-08-30,"The work is okay, typical corporate environment.",3,Neutral
FB583,EMP583,Sales,2024-05-13,"Management is alright, some good days and bad days.",3,Neutral
FB584,EMP584,Customer Support,2024-09-26,The new training program was very helpful.,4,Positive
FB585,EMP585,Operations,2025-08-12,The management is very supportive and I feel valued.,4,Positive
FB586,EMP586,IT,2025-11-19,"Management is alright, some good days and bad days.",3,Neutral
FB587,EMP587,IT,2024-01-29,"It's a standard job, nothing special to report.",3,Neutral
FB588,EMP588,Operations,2025-04-02,Lack of career progression and training.,2,Negative
FB589,EMP589,Operations,2024-10-13,"I really enjoy working here, the team is great.",4,Positive
FB590,EMP590,Engineering,2025-06-06,"The benefits are fine, but could be better.",3,Neutral
FB591,EMP591,Operations,2025-06-27,The compensation is below market average.,2,Negative
FB592,EMP592,Operations,2024-06-29,"I really enjoy working here, the team is great.",4,Positive
FB593,EMP593,Finance,2024-10-11,The tools we use are outdated and slow.,2,Negative
FB594,EMP594,Marketing,2024-04-11,"It's a standard job, nothing special to report.",3,Neutral
FB595,EMP595,HR,2025-07-14,Communication from leadership is very poor.,2,Negative
FB596,EMP596,HR,2024-08-06,The management is very supportive and I feel valued.,4,Positive
FB597,EMP597,Marketing,2025-10-18,I don't feel valued for the work I do.,2,Negative
FB598,EMP598,Operations,2024-08-09,Collaborative environment and friendly colleagues.,4,Positive
FB599,EMP599,Sales,2024-12-27,"Poor work-life balance, too much overtime required.",1,Negative
FB600,EMP600,Customer Support,2025-03-05,Amazing opportunities for growth and learning.,5,Positive
FB601,EMP601,Marketing,2025-04-23,The new training program was very helpful.,5,Positive
FB602,EMP602,Finance,2024-05-30,"Management is alright, some good days and bad days.",3,Neutral
FB603,EMP603,Marketing,2024-02-01,"Management is alright, some good days and bad days.",3,Neutral
FB604,EMP604,HR,2025-04-30,The tools we use are outdated and slow.,2,Negative
FB605,EMP605,Operations,2025-11-26,"Management is alright, some good days and bad days.",3,Neutral
